TradeDate,StockCode,IndexWeight,ClosePrice,Volume,Amount,PE_TTM,PB,TotalMarketCap,AnnounceDate,ReportPeriod,ROE,Revenue_YoY,NetProfit_YoY
20231229,600346.SH,0.16,140.7166,115476.15,151346.706,47.9805,1.5787,92704944181.62,20231028,20230930,10.2173,1.6173,-6.3444
20231229,600362.SH,0.107,30.4902,124913.22,222086.539,9.9613,0.7672,61844347173.3,20231028,20230930,6.4141,8.5281,4.5356
20231229,600372.SH,0.147,40.4704,248824.52,325386.875,34.9078,1.8046,63776657583.4,20231025,20230930,6.944,2.9632,41.826
20231229,600406.SH,0.516,1102.1551,253059.67,559723.5,25.7924,4.0534,179297296091.28,20231031,20230930,9.5978,11.5205,13.8252
20231229,600426.SH,0.236,343.766,164583.58,451388.916,15.9091,2.0751,58582398772.41,20231028,20230930,10.6147,-15.9191,-47.1074
20231229,600436.SH,0.42,1598.887,22372.15,544133.987,51.6893,11.2242,145996731647.9,20231017,20230930,19.761,14.8752,17.1577
20231229,600438.SH,0.389,304.1932,472838.73,1187156.565,5.5516,1.8093,112684300039.14,20231026,20230930,26.0737,9.1457,-24.9827
20231229,600460.SH,0.109,341.3666,108250.72,246266.679,427.941,3.1565,37990760221.35,20231027,20230930,-2.611,10.4856,-124.439
20231229,600489.SH,0.167,126.254,377191.69,374379.147,19.5237,1.9386,48279233137.44,20231028,20230930,8.1615,13.7849,32.5019
20231229,600515.SH,0.146,12.1111,284535.14,105365.947,44.8541,1.8252,42273645527.4,20231028,20230930,3.4658,53.5996,-53.6406
20231229,600519.SH,6.239,13562.4075,27538.68,4768857.531,30.4553,11.1874,2168197402800.0,20231021,20230930,25.4632,18.481,19.0911
20231229,600547.SH,0.238,504.3927,183615.17,421771.208,53.8998,4.3037,102307333236.75,20231028,20230930,4.0273,3.7548,94.1217
20231229,600570.SH,0.252,1286.8217,246186.92,707055.69,32.4041,7.5638,54644185271.92,20231027,20230930,8.6453,16.8719,5179.0256
20231229,600584.SH,0.246,145.0297,171478.57,510087.387,30.4799,2.0712,53408117504.9,20231028,20230930,3.8615,-17.5486,-60.2977
20231229,600585.SH,0.312,127.0825,145298.24,327203.072,10.0344,0.6491,119552266182.24,20231028,20230930,4.7156,16.0736,-30.1683
20231229,600588.SH,0.21,996.8251,144341.1,255758.995,-223.8202,6.1484,60815494976.61,20231028,20230930,-9.5611,2.0074,-90.9886
20231229,600600.SH,0.153,130.9838,44546.92,333922.823,23.435,3.6288,101973709903.0,20231028,20230930,18.3134,6.4178,15.0156
20231229,600606.SH,0.056,378.5681,323595.83,74553.954,-9.3042,0.3464,32324702122.2,20231028,20230930,2.678,-17.057,-64.543
20231229,600660.SH,0.345,3258.1865,100701.29,373324.877,19.5913,3.2434,97578310661.48,20231017,20230930,13.9654,16.5645,5.7707
20231229,600674.SH,0.194,327.5517,200715.28,303881.418,15.1984,1.9212,67447622274.48,20231018,20230930,11.0544,15.5072,31.6031
20231229,600690.SH,0.457,839.1757,301425.24,632806.635,12.2387,1.9758,198200412753.0,20231031,20230930,13.5742,7.4952,12.7139
20231229,600732.SH,0.111,122.3281,1067657.69,1889737.302,11.4139,3.3692,32249506194.36,20231031,20230930,19.787,-12.4334,35.771
20231229,600741.SH,0.148,858.899,109027.45,176958.996,7.2639,0.9294,51326346459.52,20231026,20230930,8.7627,7.277,-2.8128
20231229,600745.SH,0.212,90.5991,150311.45,634171.069,32.5434,1.4455,52583243289.7,20231026,20230930,5.6882,5.5286,8.0847
20231229,600754.SH,0.079,92.1866,136409.96,406744.232,30.5696,1.899,31994317483.7,20231031,20230930,5.8347,32.709,1783.6925
20231229,600760.SH,0.268,414.3971,90196.42,379983.149,39.6859,8.0345,116235405458.34,20231028,20230930,17.318,14.3751,35.8538
20231229,600795.SH,0.214,1173.2758,1182146.51,491300.052,21.9786,1.5211,74196175381.12,20231027,20230930,11.8743,-6.0777,11.5761
20231229,600803.SH,0.09,112.5874,78088.11,130271.294,9.0046,2.7114,52115047749.74,20231028,20230930,16.8648,-10.0178,-1.7817
20231229,600809.SH,0.648,1461.8845,48087.39,1109359.702,27.0168,10.5218,281482344942.06,20231027,20230930,39.237,20.7752,32.6794
20231229,600837.SH,0.521,232.3472,232303.0,218270.879,25.3356,0.7331,122411554000.0,20231031,20230930,2.631,19.1958,-28.21
20231229,600845.SH,0.202,594.8473,64739.35,315187.883,46.4038,11.1079,117285067805.6,20231021,20230930,18.2656,15.2254,22.3342
20231229,600875.SH,0.094,47.1761,138950.33,202015.538,13.958,1.2419,45592964112.14,20231031,20230930,8.123,10.7411,16.4715
20231229,600886.SH,0.226,680.5505,339382.5,444075.961,16.3607,1.8556,98246089724.46,20231028,20230930,10.6963,11.4693,46.697
20231229,600887.SH,0.98,2199.5876,364764.58,974933.842,15.8411,3.2682,170293140358.75,20231031,20230930,18.3248,3.8407,16.3625
20231229,600893.SH,0.287,124.441,132020.27,491664.597,74.8957,2.5515,99639912616.44,20231028,20230930,2.6619,17.3821,6.4597
20231229,600900.SH,1.315,82.8068,628468.5,1462118.982,23.9062,2.896,571088201491.44,20231031,20230930,11.2488,9.0233,4.1337
20231229,600905.SH,0.36,4.4762,751353.85,328329.405,19.478,1.5567,125082331704.0,20231030,20230930,6.9074,10.8165,-11.5603
20231229,600918.SH,0.11,7.0214,172292.0,118168.794,30.7369,1.2931,47804772686.16,20231031,20230930,4.8443,25.0513,103.98
20231229,600919.SH,0.707,9.6834,852936.38,571478.209,4.0185,0.5922,122770360657.47,20231028,20230930,11.2975,9.155,25.2102
20231229,600926.SH,0.205,23.5988,193908.79,194546.11,4.2113,0.6598,59362144731.89,20231028,20230930,11.2984,5.2572,26.056
20231229,600938.SH,0.253,24.6731,428870.6,892269.161,7.639,1.6149,997475040744.48,20231025,20230930,15.7416,-1.391,-10.2264
20231229,600941.SH,0.517,110.4047,121577.45,1193975.201,16.067,1.6626,2127797142674.16,20231021,20230930,8.3016,7.1975,7.0779
20231229,600958.SH,0.262,10.3705,349491.06,302993.928,19.1227,1.0032,73920814040.4,20231031,20230930,3.6614,13.8739,42.71
20231229,600989.SH,0.187,16.645,151822.93,223727.39,22.4686,2.9455,108313727200.0,20231028,20230930,11.0147,-5.047,-27.5811
20231229,600999.SH,0.291,28.4656,145020.5,197681.47,14.4776,1.1346,118620625633.84,20231027,20230930,5.4548,-2.7901,1.9
20231229,601006.SH,0.255,17.0959,675170.3,485661.161,9.6395,0.8363,110827749636.87,20231027,20230930,8.4238,3.461,2.7843
20231229,601009.SH,0.22,45.7793,215360.72,159342.197,4.0775,0.5656,76336749008.64,20231031,20230930,9.4698,1.4315,2.0935
20231229,601012.SH,0.799,446.314,2651051.03,6085166.247,11.1749,2.4477,173537183051.2,20231031,20230930,17.4945,8.5468,6.5383
20231229,601021.SH,0.141,103.0217,59088.87,295885.39,35.6275,3.0246,49123150011.0,20231031,20230930,17.8884,113.5166,254.1138
20231229,601059.SH,0.034,18.0222,293717.3,528512.36,36.695,3.3703,58341570000.0,20231028,20220930,5.6454,4.2382,0.2913
20231229,601066.SH,0.177,25.3878,175180.55,412912.003,27.1407,2.5655,183523398897.02,20231027,20230930,6.0006,-19.0255,-11.57
20231229,601088.SH,0.595,73.8658,257452.45,805664.37,10.5997,1.5696,622878100589.25,20231028,20230930,12.2091,0.7897,-18.3984
20231229,601100.SH,0.169,189.8399,128030.76,691717.377,31.2378,5.3833,73316091842.56,20231031,20230930,13.3607,7.1759,0.2461
20231229,601111.SH,0.197,8.4072,501730.1,367426.326,-12.2279,3.0443,118913819430.92,20231027,20230930,2.5256,150.6069,102.8161
20231229,601117.SH,0.134,7.8891,301900.03,191799.194,7.1717,0.6974,38856232939.68,20231028,20230930,6.8557,9.1483,0.0751
20231229,601138.SH,0.346,17.0895,896699.26,1358259.324,13.8026,2.2616,300371531191.2,20231031,20230930,10.302,-8.9358,14.317
20231229,601155.SH,0.059,18.0241,106995.25,122267.067,49.2336,0.4201,25736656786.96,20231028,20230930,4.1048,15.4252,-26.0082
20231229,601166.SH,1.357,82.3711,503351.87,762993.512,3.9836,0.4849,336751243947.48,20231031,20230930,8.4942,-5.5943,-9.5296
20231229,601169.SH,0.386,20.0971,479379.81,217169.971,3.7366,0.3903,95777718752.16,20231031,20230930,6.4062,-3.2127,4.5039
20231229,601186.SH,0.202,10.3841,408728.46,310744.067,3.7834,0.4223,103340310815.0,20231031,20230930,6.49,1.0072,3.4721
20231229,601211.SH,0.386,18.8443,166628.02,247951.779,11.3183,0.9076,132500608942.08,20231031,20230930,5.3321,1.1781,2.38
20231229,601225.SH,0.466,32.2884,301604.35,625523.44,8.8073,2.3476,202528550000.0,20231028,20230930,17.1253,-2.4083,-44.561
20231229,601229.SH,0.342,19.3215,237783.61,142364.35,3.7766,0.4003,84813806771.97,20231027,20230930,7.6537,-5.7598,1.0345
20231229,601236.SH,0.062,8.7637,133549.56,101277.963,157.162,1.5631,35800418961.78,20231031,20230930,0.9375,27.4234,747.75
20231229,601238.SH,0.112,15.5163,213131.79,186099.681,20.3188,0.7945,91776503393.75,20231027,20230930,3.9444,22.1076,-44.0497
20231229,601288.SH,0.669,7.2919,3237253.3,1178848.279,4.736,0.5454,1273938243297.72,20231028,20230930,7.5622,-0.535,4.9702
20231229,601318.SH,2.496,114.6207,341077.53,1372848.496,7.7343,0.8281,733872454662.1,20231028,20230930,9.9417,5.1988,-5.6111
20231229,601319.SH,0.089,5.4197,440159.05,212952.942,9.9955,0.8902,214044114421.72,20231031,20230930,8.8767,4.3168,-15.4934
20231229,601328.SH,0.908,13.8257,879965.65,505532.52,4.5623,0.4808,426268050942.3,20231028,20230930,6.6353,1.6633,1.8795
20231229,601336.SH,0.149,38.1331,131834.47,409204.476,6.8514,0.8966,97111485658.0,20231028,20230930,9.0362,-18.63,-15.4977
20231229,601360.SH,0.185,18.504,1417294.76,1271734.414,-105.9328,2.0428,64379722404.97,20231028,20230930,-1.1657,-2.835,81.2335
20231229,601377.SH,0.233,15.7523,297942.91,175307.26,20.7953,0.9577,50693245415.78,20231028,20230930,3.0061,22.6396,-11.2
20231229,601390.SH,0.336,7.4827,749748.49,426319.031,4.3566,0.5149,140592473183.44,20231031,20230930,7.7008,4.0949,4.3736
20231229,601398.SH,0.964,10.6885,1800477.63,861564.197,4.6889,0.516,1703621908885.4202,20231028,20230930,7.5141,-3.5474,0.7904
20231229,601600.SH,0.257,5.8264,1288457.76,721373.183,19.4459,1.6952,96791376347.64,20231026,20230930,9.4317,-17.2288,-0.8542
20231229,601601.SH,0.468,35.9875,292907.27,696435.87,8.3232,0.9591,228771719799.9,20231028,20230930,9.9146,0.9594,-24.3917
20231229,601607.SH,0.107,177.2655,78840.97,131483.099,13.4687,0.9043,61956226633.42,20231028,20230930,5.6011,13.1127,-21.1291
20231229,601615.SH,0.131,13.1296,376330.93,468721.35,25.4941,0.9979,28487860443.24,20231028,20230930,4.3337,-3.2577,-65.5594
20231229,601618.SH,0.126,3.8034,627496.37,192608.096,5.3994,0.6465,63414274660.2,20231027,20230930,6.1053,17.7011,21.9393
20231229,601628.SH,0.272,36.823,177485.55,501947.31,46.658,1.8134,801304386750.0,20231027,20230930,3.6921,1.1861,-47.755
20231229,601633.SH,0.179,96.9457,122323.71,308943.902,42.013,3.2756,214287717404.54,20231028,20230930,7.6286,20.1278,-38.7914
20231229,601658.SH,0.278,5.2418,665680.75,289676.323,4.9563,0.5575,431350680765.3,20231028,20230930,8.706,1.242,2.4455
20231229,601668.SH,0.58,10.3739,1515531.05,727976.155,3.9467,0.4951,201632864475.64,20231027,20230930,10.9044,8.8053,0.2686
20231229,601669.SH,0.242,6.2396,589692.13,286977.679,6.8423,0.6629,84235919143.26,20231031,20230930,6.0463,6.0835,10.1805
20231229,601688.SH,0.413,18.1697,416937.95,581599.977,9.8768,0.8418,126591553523.25,20231031,20230930,5.6859,15.2882,22.55
20231229,601689.SH,0.186,114.9811,61226.46,445711.242,38.7838,6.1948,81000605542.5,20231031,20230930,12.6009,27.4531,32.1332
20231229,601698.SH,0.063,17.4378,233562.72,401040.362,91.3506,4.754,73124111481.72,20231031,20230930,2.6637,-2.9446,-22.8482
20231229,601699.SH,0.151,165.4012,197789.7,431997.845,5.3857,1.3443,65541775572.0,20231027,20230930,14.9133,-17.4091,-21.5652
20231229,601728.SH,0.483,6.0591,1417163.95,760851.15,16.4192,1.1269,495053620361.59,20231021,20230930,6.2202,6.5,10.4207
20231229,601766.SH,0.368,7.1909,594987.23,312736.192,12.8171,0.9699,150956025102.88,20231028,20230930,3.9601,5.5119,2.062
20231229,601788.SH,0.173,19.3846,175735.87,270954.178,17.1691,1.2321,71098345393.38,20231027,20230930,6.6431,-13.0918,27.95
20231229,601799.SH,0.108,169.8509,27577.64,357130.227,38.6506,4.2538,37455428625.09,20231026,20230930,9.0219,21.3359,3.6678
20231229,601800.SH,0.155,10.3947,397978.19,302078.76,6.3274,0.4833,123603826830.0,20231031,20230930,5.6831,1.0518,2.588
20231229,601808.SH,0.05,17.3984,53618.71,78229.095,27.2202,1.7055,69760675040.0,20231027,20230930,5.6669,21.7008,9.9448
20231229,601816.SH,0.695,5.0516,562509.69,275608.773,29.515,1.2552,241603904286.12,20231031,20230930,4.7355,102.829,5764.2659
20231229,601818.SH,0.31,5.2873,924184.57,268430.865,3.7326,0.3866,171348098076.9,20231031,20230930,7.1385,-4.3043,3.0035
20231229,601838.SH,0.124,14.3575,200440.18,225495.195,3.7515,0.6998,42944874398.82,20231027,20230930,12.6304,9.55,20.8092
20231229,601857.SH,0.461,11.4259,1188541.25,836445.198,8.0376,0.9107,1292128103395.08,20231031,20230930,9.4427,-7.0565,9.7769
20231229,601865.SH,0.088,27.4663,110856.61,294079.424,24.2671,2.9196,62780344445.4,20231031,20230930,10.9281,41.642,30.8632
20231229,601868.SH,0.157,2.1459,952301.58,200132.368,13.058,0.9182,87551443635.6,20231028,20230930,2.973,18.0031,-26.7191
20231229,601872.SH,0.11,9.477,422551.01,247306.119,9.6182,1.3202,47885581355.64,20231031,20230930,10.8435,-11.8479,-2.8051
20231229,601877.SH,0.133,40.7782,103896.82,222834.513,12.1664,1.2115,46224322673.76,20231031,20230930,8.0305,21.6968,-6.3251
20231229,601878.SH,0.116,11.1841,380036.67,396477.14,22.1251,1.5617,40449529209.6,20231031,20230930,5.0479,8.9586,15.05
20231229,601881.SH,0.151,13.6355,448330.96,539893.56,16.6291,1.3301,131759547184.8,20231031,20230930,5.9179,-6.5804,2.53
20231229,601888.SH,0.47,185.5911,222714.65,1869988.332,30.8714,3.2909,173142813392.36,20231027,20230930,10.2905,29.1446,12.4918
20231229,601898.SH,0.102,12.9137,246177.97,238926.008,8.2355,0.896,128476448346.0,20231026,20230930,12.1742,-10.9136,-13.6573
20231229,601899.SH,1.181,26.051,1214615.41,1506071.319,16.7877,3.2178,328029077650.4,20231028,20230930,16.821,10.1947,-3.0131
20231229,601901.SH,0.191,8.4392,922175.82,738985.048,30.9549,1.4783,66350737243.7,20231027,20230930,4.4041,-4.0196,-0.2359
20231229,601916.SH,0.219,3.1473,748709.63,189348.405,4.6657,0.4366,69210882626.76,20231028,20230930,7.3621,4.1348,10.54
20231229,601919.SH,0.352,19.6593,745524.55,711720.892,4.469,0.792,153960733264.16,20231031,20230930,10.9383,-57.4934,-77.3343
20231229,601939.SH,0.252,14.3857,741366.77,481685.529,4.9018,0.5658,1627571463433.86,20231027,20230930,8.6112,-1.2658,3.11
20231229,601985.SH,0.408,8.8761,657432.23,491190.163,13.7418,1.5953,141624636502.5,20231027,20230930,10.4556,6.4252,16.1039
20231229,601988.SH,0.484,9.2047,1316078.96,524996.242,5.1245,0.5423,1174607287051.59,20231031,20230930,7.004,7.0532,1.5553
20231229,601989.SH,0.271,6.9592,915060.23,376942.458,-87.925,1.1268,94172405888.12,20231028,20230930,-0.1327,16.7169,91.1348
20231229,601995.SH,0.192,38.6091,145169.28,550482.254,29.6588,2.116,183677123827.4,20231031,20230930,4.5533,-9.9405,-23.36
20231229,601998.SH,0.093,9.6528,234312.46,124238.778,3.8992,0.4431,259034720896.66,20231027,20230930,7.519,-2.6168,9.1926
20231229,603019.SH,0.266,159.717,313879.99,1241078.349,35.2238,3.3044,57796733683.26,20231027,20230930,4.3484,5.0303,14.7821
20231229,603195.SH,0.074,151.814,7028.49,67052.987,23.4246,6.3879,85275884693.75,20231027,20230930,21.8444,10.8104,19.1332
20231229,603259.SH,0.86,176.2254,167549.4,1220720.304,22.7084,4.187,216007028022.68,20231031,20230930,16.4528,4.0387,9.4674
20231229,603260.SH,0.104,76.204,50414.43,256863.796,21.6985,1.8805,60292553991.0,20231028,20230930,7.8169,8.8139,-52.0318
20231229,603288.SH,0.364,316.1983,86738.5,328853.441,36.0154,7.6785,211024790644.8,20231031,20230930,16.0678,-2.326,-7.2511
20231229,603290.SH,0.089,183.0797,17387.99,315569.968,34.932,5.0091,30938829198.0,20231028,20230930,11.0491,39.7241,11.5295
20231229,603369.SH,0.176,135.5155,102361.95,498757.533,20.0054,4.7791,61156875000.0,20231031,20230930,22.0907,28.3465,26.6285
20231229,603392.SH,0.165,216.1118,324925.82,2354149.552,36.6413,7.1598,95280391834.87,20231028,20230930,14.1009,-42.5596,-54.1467
20231229,603486.SH,0.055,60.069,49320.51,204592.578,20.2461,3.657,23888609771.04,20231028,20230930,9.2203,4.0193,-46.2055
20231229,603501.SH,0.448,145.5454,97504.62,1048903.464,-164.0636,6.1889,129706426184.37,20231028,20230930,2.041,-1.9587,-82.8604
20231229,603659.SH,0.103,87.8628,140655.13,296189.501,18.1899,2.552,44748248870.78,20231028,20230930,11.5623,2.3988,-28.3454
20231229,603799.SH,0.259,79.8761,238630.3,785938.565,14.3828,1.7539,56313099082.93,20231025,20230930,10.1299,4.8841,0.18
20231229,603806.SH,0.104,114.8708,292163.35,713288.953,30.6503,3.0956,45243282244.35,20231028,20230930,9.8288,22.9085,-6.6816
20231229,603833.SH,0.073,103.8152,30098.28,209082.515,14.098,2.482,42403100721.91,20231028,20230930,13.5803,1.8184,16.0417
20231229,603899.SH,0.08,82.5181,32779.66,121823.427,24.1401,4.6667,34793701203.5,20231028,20230930,15.2973,15.5152,16.9859
20231229,603986.SH,0.355,520.3559,85480.55,791516.287,156.2535,3.9656,61615477491.72,20231025,20230930,2.8231,-35.08,-79.269
20231229,603993.SH,0.211,18.2624,987302.74,511751.073,35.0535,2.103,112316051031.6,20231028,20230930,4.605,-0.5936,-53.955
20231229,605117.SH,0.083,215.8329,202935.9,1676554.378,16.7177,6.9986,36083782476.0,20231028,20230930,34.0248,55.2949,69.1287
20231229,605499.SH,0.084,188.2665,8001.07,144580.823,37.8148,12.2167,73005825100.0,20231028,20230930,29.9922,30.0491,42.05
20231229,688008.SH,0.308,59.8317,106214.46,623522.17,125.2619,6.6002,66912379205.36,20231031,20230930,2.3339,-47.058,-76.5998
20231229,688012.SH,0.383,153.816,95836.0,1484351.951,61.9013,5.565,95121319372.8,20231027,20230930,7.1562,32.8028,46.2651
20231229,688036.SH,0.257,148.9573,36661.3,503179.17,27.1608,6.8987,111628623680.0,20231018,20230930,22.5699,19.3998,72.013
20231229,688041.SH,0.38,71.0149,219039.03,1541728.336,156.6672,9.1406,164981517699.18,20231018,20230930,5.1372,3.2161,38.2654
20231229,688065.SH,0.074,78.0945,12396.4,67939.83,84.1906,2.8798,32074124584.22,20231031,20230930,2.8423,-14.8136,-35.4386
20231229,688111.SH,0.42,318.6389,26793.29,842338.139,121.9007,15.4204,145996915997.4,20231026,20230930,9.8205,16.9931,9.8559
20231229,688126.SH,0.164,17.32,71767.94,123742.402,115.5924,3.2056,47581108861.52,20231028,20230930,1.4591,-7.935,68.7568
20231229,688187.SH,0.055,37.2596,35287.67,128239.547,16.89,1.4343,51451887012.96,20231027,20230930,5.8324,29.6049,31.3871
20231229,688223.SH,0.102,8.9334,579709.71,515626.222,11.6417,2.754,88646041778.54,20231031,20230930,21.2184,61.2542,279.1409
20231229,688256.SH,0.162,134.96,70684.83,948223.46,-50.2212,9.6794,56223587106.96,20231028,20230930,-15.1493,-44.8448,14.5054
20231229,688271.SH,0.325,137.2088,23382.07,320348.044,61.9894,6.2756,112917885935.88,20231028,20230930,5.9999,26.8644,18.4114
20231229,688303.SH,0.11,32.2605,54146.2,160253.455,6.9311,1.4846,63425808232.55,20231028,20230930,11.4988,-47.8137,-66.0916
20231229,688363.SH,0.074,67.9054,25377.52,170765.916,39.9054,4.6545,32238724737.06,20231031,20230930,7.587,-2.29,-24.0669
20231229,688396.SH,0.136,45.0676,29235.14,130350.673,36.5043,2.8187,58994905268.09,20231028,20230930,5.1632,-1.3329,-48.6607
20231229,688561.SH,0.063,40.09,30843.76,123360.297,-673.0662,3.0598,27468560593.93,20231026,20230930,-12.9201,15.497,-8.6946
20231229,688599.SH,0.178,29.4121,214523.37,612932.928,9.7583,2.0166,62011713646.26,20231028,20230930,17.5946,39.3842,111.342
20231229,688981.SH,0.602,53.02,126486.66,671919.217,65.6439,2.9461,421325675397.0,20231110,20230930,2.6592,-12.354,-60.8629
